"key","ID","dataset","TL_mm","width_mm","weight_g","gonads_g","pred.eggs","pred.age","age","class"
1,"1661","batch",264.0099244939629,43.59155549730874,953.3333333333334,NA,2799,13.588279804892633,NA,6
2,"1662","batch",269.2340710822027,49.46008045165537,953.3333333333334,NA,3050,14.094723032592924,NA,6
3,"1663","batch",279.0698148042429,45.585605357782306,953.3333333333334,NA,3570,15.07116392101197,NA,6
4,"1664","batch",295.50218170974404,63.35733074192496,953.3333333333334,NA,4587,16.77402195711892,NA,6
5,"1665","batch",260.88241462083533,48.52940649140561,953.3333333333334,NA,2657,13.288983834944865,NA,6
6,"1666","batch",295.02109456341714,49.08602615172185,953.3333333333334,NA,4554,16.722822087753077,NA,6
7,"2621","batch",297.2890881616622,57.241925745246014,965,NA,4709,16.9649342574639,NA,6
8,"2622","batch",283.3790918318555,55.73849768608308,965,NA,3818,15.508800989016837,NA,6
9,"3741","batch",316.09873705357313,61.782939813059,1435,NA,6161,19.048893956769454,NA,7
10,"3742","batch",302.48287049122155,53.7028326230138,1435,NA,5080,17.526571929257287,NA,7
11,"3743","batch",305.9433897975832,65.10066864193976,1435,NA,5340,17.906481239566975,NA,7
12,"3744","batch",305.2373620606959,58.36948321632359,1435,NA,5286,17.82859365755134,NA,7
13,"4751","batch",317.4885483197868,55.05962313663597,1314,NA,6281,19.208549465704106,NA,7
14,"4752","batch",310.2184892371297,44.15910432452629,1314,NA,5675,18.382307263647363,NA,7
15,"4753","batch",319.47619407996535,65.7260502397925,1314,NA,6455,19.43831293200991,NA,7
16,"4754","batch",312.94478181004524,57.467897410704786,1314,NA,5896,18.689588102885246,NA,7
17,"4755","batch",318.22284419834614,58.765298719429396,1314,NA,6344,19.29323371952324,NA,7
18,"5751","batch",324.8057462759316,65.80375957054189,1290,NA,6940,20.062883465593856,NA,7
19,"5752","batch",310.12084430642426,61.94395509244199,1290,NA,5667,18.371357713467617,NA,7
20,"5753","batch",319.6586853116751,62.65058115130806,1290,NA,6471,19.45949333173689,NA,7
21,"5754","batch",323.4329255465418,65.36435636419405,1290,NA,6812,19.900801339648016,NA,7
22,"5755","batch",306.0914205107838,60.852947179668504,1290,NA,5351,17.92283641889947,NA,7
23,"6721","batch",316.6401703860611,58.95909294243934,1105,NA,6207,19.110994224323086,NA,7
24,"6722","batch",304.0133223030716,44.15367447740679,1105,NA,5194,17.694019766059686,NA,7
25,"7721","batch",307.41329604946077,60.18370272407357,1220,NA,5453,18.069265834191548,NA,7
26,"7722","batch",310.2667382210493,56.82948364288923,1220,NA,5678,18.387719151600812,NA,7
27,"8711","batch",301.3213679958135,54.33178673014167,1360,NA,4996,17.400089140823262,NA,7
28,"9661","batch",269.7370098964311,39.86458227489122,961.6666666666666,NA,3075,14.143916601336677,NA,6
29,"9662","batch",293.614851440303,50.792975868081186,961.6666666666666,NA,4460,16.57364283858662,NA,6
30,"9663","batch",267.67710083769634,50.50125423307779,961.6666666666666,NA,2974,13.94292292037525,NA,6
31,"9664","batch",274.6219256580807,57.50399231594636,961.6666666666666,NA,3327,14.625806528669738,NA,6
32,"9665","batch",280.37872544582933,50.16366807792438,961.6666666666666,NA,3644,15.20344400460083,NA,6
33,"9666","batch",275.18352404539473,51.929121768050685,961.6666666666666,NA,3357,14.681688200523201,NA,6
34,"10611","batch",260.1246624691412,46.11920893577067,1120,NA,2623,13.216899275151473,NA,6
35,"11731","batch",320.8569596465677,51.34713396242595,1323.3333333333333,NA,6578,19.598926983429042,NA,7
36,"11732","batch",317.04320171661675,56.17401346493949,1323.3333333333333,NA,6242,19.157300831798327,NA,7
37,"11733","batch",320.0617566574365,56.94102578768257,1323.3333333333333,NA,6507,19.506325915868867,NA,7
38,"12731","batch",303.59064702130854,55.38298761331812,1223.3333333333333,NA,5162,17.64768452555085,NA,7
39,"12732","batch",318.3690627049655,65.34319617050362,1223.3333333333333,NA,6357,19.31012420241995,NA,7
40,"12733","batch",310.87058631144464,61.76386504288327,1223.3333333333333,NA,5727,18.455529914390066,NA,7
41,"13631","batch",291.22636841167696,52.12157523603887,870,NA,4303,16.321889795279255,NA,6
42,"13632","batch",282.70594949717633,49.77827323920364,870,NA,3778,15.440032221233231,NA,6
43,"13633","batch",289.36370535218157,56.77584409375963,870,NA,4184,16.1269619920583,NA,6
44,"14741","batch",314.27287147939205,61.28031297930029,1192.5,NA,6007,18.840382336206613,NA,7
45,"14742","batch",313.71326992474496,53.85622561765883,1192.5,NA,5960,18.776754934917232,NA,7
46,"14743","batch",319.9445495605469,55.07900426989396,1192.5,NA,6496,19.492700442138013,NA,7
47,"14744","batch",301.55994885601103,57.43483572279329,1192.5,NA,5013,17.42602772901114,NA,7
48,"15741","batch",312.45352156087756,62.133827895381536,1232.5,NA,5856,18.633993746206357,NA,7
49,"15742","batch",318.5755297280848,58.2767712510276,1232.5,NA,6375,19.333989920223104,NA,7
50,"15743","batch",317.6255573555827,63.90022632237631,1232.5,NA,6292,19.22433286869429,NA,7
51,"15744","batch",312.46287093125284,59.96326588267313,1232.5,NA,5857,18.63505085907419,NA,7
52,"16751","batch",321.6690274439752,56.00774504766689,1274,NA,6651,19.69377688484229,NA,7
53,"16752","batch",311.51433057338,59.426176157590305,1274,NA,5779,18.52798385254437,NA,7
54,"16753","batch",306.8751346487552,49.80958056011831,1274,NA,5412,18.009568463996573,NA,7
55,"16754","batch",302.6962971314788,63.94429777937361,1274,NA,5096,17.54986915623184,NA,7
56,"16755","batch",303.3871878441423,67.30243048425996,1274,NA,5147,17.62540511933357,NA,7
57,"17621","batch",266.49731365195476,45.64393679044249,985,NA,2917,13.828387670244314,NA,6
58,"17622","batch",276.4130788964685,43.79451663711365,985,NA,3423,14.804385780611348,NA,6
59,"18681","batch",283.4382487444673,54.76227765075334,875,NA,3821,15.51485177022932,NA,6
60,"18682","batch",270.9346791722346,47.954620768135676,875,NA,3136,14.261377013876455,NA,6
61,"18683","batch",295.7309202887118,68.13543253518068,875,NA,4602,16.798395088632937,NA,6
62,"18684","batch",265.38656526524574,47.32999814397346,875,NA,2864,13.720938296943384,NA,6
63,"18685","batch",273.49422058672644,53.33946287557885,875,NA,3268,14.513896420202059,NA,6
64,"18686","batch",267.2873390351888,48.130893832914886,875,NA,2955,13.90503774774881,NA,6
65,"18687","batch",282.892652886454,46.944863247874274,875,NA,3789,15.459090782820002,NA,6
66,"18688","batch",263.6428222551476,48.29447694989747,875,NA,2782,13.552999594832922,NA,6
67,"19641","batch",274.4487171655055,38.91215085433022,865,NA,3318,14.608591678007407,NA,6
68,"19642","batch",288.54922286164947,61.10945392982343,865,NA,4132,16.042108129565673,NA,6
69,"19643","batch",255.12809880403802,46.26499339801651,865,NA,2409,12.74570977614366,NA,6
70,"19644","batch",293.89074517181143,66.39874862405335,865,NA,4478,16.602854348863325,NA,6
71,"20741","batch",309.1377505082637,59.70609506834416,1265,NA,5589,18.261331022063423,NA,7
72,"20742","batch",321.1465684045106,55.32170369188538,1265,NA,6604,19.63272030196854,NA,7
73,"20743","batch",309.32040373981,60.538208392597085,1265,NA,5603,18.28174398417583,NA,7
74,"20744","batch",309.0105983391404,51.4115285385547,1265,NA,5578,18.247128640939298,NA,7
75,"21751","batch",312.43242988176644,50.269273565490224,1320,NA,5854,18.63160908789557,NA,7
76,"21752","batch",322.41276006028056,61.46569132533554,1320,NA,6718,19.780899293468273,NA,7
77,"21753","batch",321.7441472951323,57.013442083124076,1320,NA,6658,19.70256552908371,NA,7
78,"21754","batch",310.35974904336035,57.18505491870743,1320,NA,5686,18.39815444270417,NA,7
79,"21755","batch",319.65569677203894,59.60271285780707,1320,NA,6470,19.45914635816574,NA,7
80,"22751","batch",324.05483193323016,56.649992756026364,1126,NA,6870,19.97412227544213,NA,7
81,"22752","batch",311.431827634573,54.07260504288645,1126,NA,5772,18.518688660148086,NA,7
82,"22753","batch",318.1003522891551,58.04123241434425,1126,NA,6334,19.27909106888295,NA,7
83,"22754","batch",310.599864853546,64.13942800710419,1126,NA,5705,18.425110257373778,NA,7
84,"22755","batch",308.8084516450763,47.91104761690617,1126,NA,5563,18.224562996635015,NA,7
85,"23741","batch",319.17009155265987,62.54634857584739,1062.5,NA,6428,19.402818191957444,NA,7
86,"23742","batch",305.86461412347853,58.16995611185051,1062.5,NA,5334,17.89778120525924,NA,7
87,"23743","batch",318.06690933927894,65.0620055706571,1062.5,NA,6331,19.275230933790294,NA,7
88,"23744","batch",303.92060610465705,54.01738584171647,1062.5,NA,5187,17.683849968365884,NA,7
89,"24651","batch",263.028937184019,49.22608202005984,956,NA,2754,13.494091547460933,NA,6
90,"24652","batch",258.02191459177993,47.551600506565144,956,NA,2532,13.017735240984987,NA,6
91,"24653","batch",262.74184133973904,43.812623303883655,956,NA,2741,13.466580182898717,NA,6
92,"24654","batch",253.8877844864037,52.18506058758127,956,NA,2359,12.629840638409831,NA,6
93,"24655","batch",282.47212466807105,58.02001916884859,956,NA,3764,15.416179966814113,NA,6
94,"25631","batch",293.93719142186455,57.77304007468612,980,NA,4481,16.6077747528702,NA,6
95,"25632","batch",289.1668191947974,61.95284069706638,980,NA,4171,16.106428939618766,NA,6
96,"25633","batch",290.06813246849924,56.114330257398315,980,NA,4228,16.20053699344314,NA,6
97,"26751","batch",311.9265868868679,50.026434906510694,1278,NA,5813,18.57447230370834,NA,7
98,"26752","batch",310.84201796911657,53.91950262105421,1278,NA,5725,18.45231842609282,NA,7
99,"26753","batch",320.46088582649827,52.15652969168873,1278,NA,6542,19.552769940100063,NA,7
100,"26754","batch",315.51839896664023,55.50535065342869,1278,NA,6112,18.982468634882135,NA,7
101,"26755","batch",316.7133742738515,54.89896185218692,1278,NA,6214,19.119399929556174,NA,7
102,"27751","batch",309.4767345264554,57.23673177405216,1272,NA,5615,18.29922583167973,NA,7
103,"27752","batch",307.4862435013056,51.22144181303543,1272,NA,5459,18.077366587892808,NA,7
104,"27753","batch",324.8244174681604,61.19897741200461,1272,NA,6941,20.065093703505354,NA,7
105,"27754","batch",316.203838346526,54.58929820869672,1272,NA,6170,19.060938981719808,NA,7
106,"27755","batch",306.1169952452183,66.6363457766735,1272,NA,5353,17.925662914546514,NA,7
107,"28621","batch",257.33924505580217,50.042561111458966,1005,NA,2502,12.953348293842073,NA,6
108,"28622","batch",274.4277836813126,54.83197897267788,1005,NA,3317,14.606511784452312,NA,6
109,"29641","batch",296.27964902180247,56.42051043758309,980,NA,4640,16.856942480543537,NA,6
110,"29642","batch",280.3392873900011,60.62407967907102,980,NA,3641,15.199450129353842,NA,6
111,"29643","batch",298.8323640511371,50.984599924873564,980,NA,4817,17.130764018944458,NA,6
112,"29644","batch",286.85783308232203,49.44465403247355,980,NA,4027,15.86663181154043,NA,6
113,"30721","batch",309.5614458899945,65.40820084555202,1235,NA,5622,18.308702864955777,NA,7
114,"30722","batch",311.3553685732186,53.57515918312883,1235,NA,5766,18.510076876554546,NA,7
115,"31751","batch",304.5570774562657,54.721260659485196,1294,NA,5235,17.75372977149782,NA,7
116,"31752","batch",301.31386181153357,52.940099072475654,1294,NA,4995,17.3992734163729,NA,7
117,"31753","batch",318.17358558624983,56.972955780374065,1294,NA,6340,19.287545654978675,NA,7
118,"31754","batch",303.4764216579497,54.069427619703205,1294,NA,5154,17.635174535053693,NA,7
119,"31755","batch",311.7108243666589,60.3659507991062,1294,NA,5795,18.55013299795786,NA,7
120,"32751","batch",316.3624250832945,57.42231982425453,1206,NA,6184,19.079122470383155,NA,7
121,"32752","batch",324.804126881063,57.30034613043595,1206,NA,6939,20.062691774034562,NA,7
122,"32753","batch",312.89424586854875,65.59757364613239,1206,NA,5892,18.68386453123767,NA,7
123,"32754","batch",312.6243885848671,56.40439900175821,1206,NA,5870,18.653318972121767,NA,7
124,"32755","batch",305.16261603683233,55.01395694180119,1206,NA,5281,17.8203592120731,NA,7
125,"33631","batch",287.98622628091834,51.80591830959781,983.3333333333334,NA,4097,15.983589206965995,NA,6
126,"33632","batch",273.24087897175923,53.419747576304964,983.3333333333334,NA,3254,14.488810755062502,NA,6
127,"33633","batch",276.04731940478086,49.408704094990576,983.3333333333334,NA,3403,14.767836028328968,NA,6
128,"34751","batch",305.9810827188194,56.02137999333223,1208,NA,5343,17.91064492873531,NA,7
129,"34752","batch",306.48779542557895,52.35252443798575,1208,NA,5382,17.966672242106487,NA,7
130,"34753","batch",315.2970879115164,56.33267116556599,1208,NA,6093,18.95717469683059,NA,7
131,"34754","batch",314.79693275876343,58.48039615301589,1208,NA,6051,18.900086831468236,NA,7
132,"34755","batch",302.84954512678087,52.118484863461475,1208,NA,5107,17.566608155082406,NA,7
133,"35791","batch",301.8529739100486,58.47646018776468,1378.888888888889,NA,5034,17.45791508820411,NA,7
134,"35792","batch",316.42709181271493,49.57078694105185,1378.888888888889,NA,6189,19.086540177823142,NA,7
135,"35793","batch",323.2867647912353,61.74124498807441,1378.888888888889,NA,6799,19.883594431593334,NA,7
136,"35794","batch",315.3542181365192,49.23543380917233,1378.888888888889,NA,6098,18.963702220834882,NA,7
137,"35795","batch",314.4616179522127,56.29060951371154,1378.888888888889,NA,6023,18.861872389370927,NA,7
138,"35796","batch",313.6246653739363,54.778469252093366,1378.888888888889,NA,5953,18.766692392478898,NA,7
139,"35797","batch",324.6422853730619,56.408634914638334,1378.888888888889,NA,6924,20.043540163125947,NA,7
140,"35798","batch",313.1834037359804,57.44876735558854,1378.888888888889,NA,5916,18.716628027200585,NA,7
141,"35799","batch",317.3869138881564,47.45372025028787,1378.888888888889,NA,6272,19.196846371319317,NA,7
142,"36771","batch",315.43698922358453,65.165126346572407,1225.7142857142858,NA,6105,18.973161817908252,NA,7
143,"36772","batch",306.7328482661396,46.63779089003228,1225.7142857142858,NA,5401,17.9938039693413,NA,7
144,"36773","batch",307.19598224014044,53.783321596196,1225.7142857142858,NA,5436,18.045145794158657,NA,7
145,"36774","batch",318.5034309606999,52.37537174637521,1225.7142857142858,NA,6369,19.325653878056727,NA,7
146,"36775","batch",311.86169995367527,53.096227243363586,1225.7142857142858,NA,5807,18.567150668973852,NA,7
147,"36776","batch",305.20304244197905,68.31697633007805,1225.7142857142858,NA,5284,17.82481254365061,NA,7
148,"36777","batch",318.9207584708929,59.111543721422066,1225.7142857142858,NA,6406,19.373936125449138,NA,7
149,"37741","batch",303.51970336958766,48.17151230334052,1175,NA,5157,17.639914167878644,NA,7
150,"37742","batch",321.7490787766874,49.992229687623116,1175,NA,6658,19.70314257432449,NA,7
151,"37743","batch",315.7514793202281,60.97205904486707,1175,NA,6131,19.009129924885286,NA,7
152,"37744","batch",314.3718289323151,57.927783169874694,1175,NA,6015,18.851647457906424,NA,7
153,"38631","batch",267.1100886336062,46.06327505492384,1083.3333333333333,NA,2946,13.887824089276265,NA,6
154,"38632","batch",273.2034408270847,43.781212965259456,1083.3333333333333,NA,3252,14.4851053752604,NA,6
155,"38633","batch",275.521607658593,41.003743916645384,1083.3333333333333,NA,3375,14.715377504992741,NA,6
156,"39731","batch",305.3407926671207,49.79914306038406,1190,NA,5294,17.839991750131393,NA,7
157,"39732","batch",313.71113446727395,63.76052168272214,1190,NA,5960,18.776512379446288,NA,7
158,"39733","batch",302.8066178970039,51.91944039123703,1190,NA,5104,17.561918385196226,NA,7
159,"40811","batch",332.66614238359034,53.82955869946062,1390,NA,7706,21.007518106078226,NA,8
160,"41621","batch",261.42227644263767,57.675722243947845,1055,NA,2681,13.340442543790079,NA,6
161,"41622","batch",264.954733567778,49.96100719178441,1055,NA,2844,13.679264464269288,NA,6
162,"42741","batch",322.482258470729,58.37154760809831,1607.5,NA,6725,19.789052945482375,NA,7
163,"42742","batch",311.7096477597952,63.675298265818824,1607.5,NA,5795,18.5500003217688,NA,7
164,"42743","batch",319.71963735483587,64.3792600772407,1607.5,NA,6476,19.46657079126385,NA,7
165,"42744","batch",322.1348568368703,56.06504632564429,1607.5,NA,6693,19.748316604940406,NA,7
166,"43811","batch",335.9149810280651,75.58291075316252,1630,NA,8041,21.406475628947412,NA,8
167,"44621","batch",254.12661554501392,43.65623380112785,1285,NA,2368,12.652118561078456,NA,6
168,"44622","batch",267.4388870925177,39.644384424771644,1285,NA,2962,13.919762871600806,NA,6
169,"45731","batch",318.36942271888256,58.04469734026679,1353.3333333333333,NA,6357,19.310165800859632,NA,7
170,"45732","batch",309.1027680039406,58.12695729146065,1353.3333333333333,NA,5586,18.25742297265841,NA,7
171,"45733","batch",316.1299389395863,71.948981162864,1353.3333333333333,NA,6164,19.052469330595734,NA,7
172,"46631","batch",292.1901131463237,53.913158511858896,1206.6666666666667,NA,4366,16.423226578134454,NA,6
173,"46632","batch",292.95045157079585,56.13554605321663,1206.6666666666667,NA,4416,16.50340866742027,NA,6
174,"46633","batch",270.1766047703568,48.13208550371964,1206.6666666666667,NA,3097,14.186978072497691,NA,6
175,"47711","batch",310.13185325451195,55.170910649981295,1200,NA,5668,18.372592024706254,NA,7
176,"48811","batch",347.49069022387266,64.91611055512128,1670,NA,9327,22.871006079505793,NA,8
177,"49621","batch",282.5714723826386,55.8550046494904,1260,NA,3770,15.426312104014531,NA,6
178,"49622","batch",287.31285378709435,64.42087539911286,1260,NA,4055,15.913741662876067,NA,6
179,"50741","batch",315.5272827167064,64.30943017593006,1545,NA,6112,18.98348439948671,NA,7
180,"50742","batch",322.67395867593586,66.89662174911824,1545,NA,6742,19.81155455327838,NA,7
181,"50743","batch",308.0495237223804,49.4627483388239,1545,NA,5503,18.13998942010166,NA,7
182,"50744","batch",305.59024263732135,61.92908199395113,1545,NA,5313,17.867498402354485,NA,7
183,"51721","batch",322.2748226393014,61.016716060860126,975,NA,6706,19.76472259814219,NA,7
184,"51722","batch",313.0801476575434,49.15493565509297,975,NA,5907,18.704924475872133,NA,7
185,"52731","batch",322.0493810325861,62.734445848664606,1216.6666666666667,NA,6685,19.738301866195947,NA,7
186,"52732","batch",305.5406469386071,55.21681022516897,1216.6666666666667,NA,5309,17.86202758890461,NA,7
187,"52733","batch",319.19447325728834,67.65788963329963,1216.6666666666667,NA,6430,19.40564394013953,NA,7
188,"53721","batch",318.38797342404723,54.40248585658862,1100,NA,6359,19.31230934981054,NA,7
189,"53722","batch",323.64939563907683,57.49763335665504,1100,NA,6832,19.926302952730172,NA,7
190,"54661","batch",277.834682763787,44.790775148712456,998.3333333333334,NA,3501,14.946852984222122,NA,6
191,"54662","batch",285.8754495184403,50.90338826650547,998.3333333333334,NA,3967,15.765164567086746,NA,6
192,"54663","batch",270.05634989147075,50.91667659593379,998.3333333333334,NA,3091,14.175192328973399,NA,6
193,"54664","batch",255.94278318295255,41.24867975755774,998.3333333333334,NA,2443,12.822052094526427,NA,6
194,"54665","batch",296.43780234083533,59.07123462339795,998.3333333333334,NA,4650,16.873837320627437,NA,6
195,"54666","batch",264.8783925152384,40.36603019896212,998.3333333333334,NA,2840,13.6719029814309,NA,6
196,"55751","batch",315.17375581152737,52.06169706979544,1242,NA,6082,18.94308781163318,NA,7
197,"55752","batch",303.648654518649,64.19568487904178,1242,NA,5167,17.654039445129904,NA,7
198,"55753","batch",321.172168770805,53.5330635435955,1242,NA,6606,19.635709273232088,NA,7
199,"55754","batch",308.6311284266412,59.22511073526607,1242,NA,5549,18.204781847046856,NA,7
200,"55755","batch",319.78843208774924,56.96006955329483,1242,NA,6482,19.474560838411264,NA,7
201,"56751","batch",307.42019697651267,58.951038456830545,1230,NA,5454,18.070032086181033,NA,7
202,"56752","batch",306.24748683720827,66.20435457610944,1230,NA,5363,17.94008871664173,NA,7
203,"56753","batch",313.4031240735203,67.13483062873357,1230,NA,5934,18.741546852152275,NA,7
204,"56754","batch",307.45481420867145,54.616512122248885,1230,NA,5457,18.073876132876922,NA,7
205,"56755","batch",305.34803985618055,42.7037667152563,1230,NA,5295,17.840790549513326,NA,7
206,"57761","batch",313.445827299729,72.48742474317672,1011.6666666666666,NA,5938,18.746392205672255,NA,7
207,"57762","batch",314.50679045915604,61.977856792975615,1011.6666666666666,NA,6026,18.86701778184787,NA,7
